"","x"
"13832","Mrps18b"
"13833","Ppp1r10"
"13834","Abcf1"
"13835","Prr3"
"13836","Gnl1"
"13837","A930015D03Rik"
"13838","H2-T24"
"13839","H2-T23"
"13840","H2-T22"
"13841","Gm11127"
"13842","Gm8909"
"13843","Gm20478"
"13844","H2-T3"
"13845","Rpp21"
"13846","Trim39"
"13847","Trim26"
"13848","Trim15"
"13849","Trim40"
"13850","Trim31"
"13851","Rnf39"
"13852","Ppp1r11"
"13853","Znrd1"
"13854","Znrd1as"
"13855","Gabbr1"
"13856","H2-M3"
"13857","Gm26917"
"13858","Gm42418"
"13859","AY036118"
"13860","9130008F23Rik"
"13861","Cenpq"
"13862","Mmut"
"13863","Cd2ap"
"13864","Tnfrsf21"
"13865","Adgrf1"
"13866","Adgrf5"
"13867","Mep1a"
"13868","Ankrd66"
"13869","Pla2g7"
"13870","Slc25a27"
"13871","Cyp39a1"
"13872","Rcan2"
"13873","Enpp5"
"13874","Enpp4"
"13875","Clic5"
"13876","Supt3"
"13877","Cdc5l"
"13878","B230354K17Rik"
"13879","Spats1"
"13880","Aars2"
"13881","Tmem151b"
"13882","Nfkbie"
"13883","Slc35b2"
"13884","Hsp90ab1"
"13885","Slc29a1"
"13886","Mymx"
"13887","Capn11"
"13888","Tmem63b"
"13889","Gm16172"
"13890","Mrpl14"
"13891","F630040K05Rik"
"13892","Gm41584"
"13893","Vegfa"
"13894","Mrps18a"
"13895","Rsph9"
"13896","Mad2l1bp"
"13897","Gtpbp2"
"13898","Polh"
"13899","Xpo5"
"13900","Polr1c"
"13901","Yipf3"
"13902","Lrrc73"
"13903","Tjap1"
"13904","Abcc10"
"13905","Zfp318"
"13906","Dnph1"
"13907","Cul9"
"13908","Srf"
"13909","Ptk7"
"13910","Klc4"
"13911","Mrpl2"
"13912","Cul7"
"13913","Rrp36"
"13914","Klhdc3"
"13915","Mea1"
"13916","Ppp2r5d"
"13917","Pex6"
"13918","Gnmt"
"13919","Cnpy3"
"13920","Ptcra"
"13921","2310039H08Rik"
"13922","Rpl7l1"
"13923","Bicral"
"13924","Tbcc"
"13925","Ubr2"
"13926","Trerf1"
"13927","Mrps10"
"13928","Guca1b"
"13929","Guca1a"
"13930","1700001C19Rik"
"13931","AI661453"
"13932","Taf8"
"13933","Ccnd3"
"13934","Bysl"
"13935","Med20"
"13936","Usp49"
"13937","Tomm6"
"13938","Tomm6os"
"13939","Prickle4"
"13940","Frs3"
"13941","Pgc"
"13942","Tfeb"
"13943","Mdfi"
"13944","Foxp4"
"13945","Gm15556"
"13946","1700122O11Rik"
"13947","Treml4"
"13948","Nfya"
"13949","Oard1"
"13950","Gm49893"
"13951","Apobec2"
"13952","Tspo2"
"13953","Unc5cl"
"13954","Gm49896"
"13955","Gm45330"
"13956","Mocs1"
"13957","Rftn1"
"13958","Plcl2"
"13959","Tbc1d5"
"13960","Gm27217"
"13961","Kcnh8"
"13962","Efhb"
"13963","Rab5a"
"13964","Kat2b"
"13965","Sgo1"
"13966","Sult1c2"
"13967","Pot1b"
"13968","Zfp119a"
"13969","Zfp959"
"13970","Zfp119b"
"13971","Ebi3"
"13972","Gm16712"
"13973","Yju2"
"13974","Fsd1"
"13975","Stap2"
"13976","Mpnd"
"13977","Sh3gl1"
"13978","Chaf1a"
"13979","Ubxn6"
"13980","Hdgfl2"
"13981","Plin5"
"13982","Lrg1"
"13983","Sema6b"
"13984","Tnfaip8l1"
"13985","Mydgf"
"13986","Dpp9"
"13987","A230051N06Rik"
"13988","Fem1a"
"13989","Ticam1"
"13990","Plin3"
"13991","Uhrf1"
"13992","Kdm4b"
"13993","Ptprs"
"13994","Gm20219"
"13995","Safb2"
"13996","Safb"
"13997","Micos13"
"13998","Rpl36"
"13999","Lonp1"
"14000","Catsperd"
"14001","Ranbp3"
"14002","Vmac"
"14003","Ndufa11"
"14004","Nrtn"
"14005","Dus3l"
"14006","Prr22"
"14007","Rfx2"
"14008","Mllt1"
"14009","Acer1"
"14010","Gm49887"
"14011","Clpp"
"14012","Alkbh7"
"14013","Gtf2f1"
"14014","Gm17949"
"14015","Khsrp"
"14016","Slc25a23"
"14017","Crb3"
"14018","Dennd1c"
"14019","Tubb4a"
"14020","Gm11110"
"14021","Tnfsf9"
"14022","Gpr108"
"14023","Trip10"
"14024","Vav1"
"14025","Nudt12"
"14026","Fbxl17"
"14027","Fer"
"14028","Pja2"
"14029","AU016765"
"14030","Man2a1"
"14031","Vapa"
"14032","Rab31"
"14033","Ppp4r1"
"14034","Ralbp1"
"14035","Gm49870"
"14036","Twsg1"
"14037","Ankrd12"
"14038","Ndufv2"
"14039","Washc1"
"14040","Ddx11"
"14041","Mtcl1"
"14042","Rab12"
"14043","Themis3"
"14044","Ptprm"
"14045","Epb41l3"
"14046","Zbtb14"
"14047","A930029G22Rik"
"14048","C030034I22Rik"
"14049","Akain1"
"14050","Dlgap1"
"14051","Gm41609"
"14052","Gm20703"
"14053","Tgif1"
"14054","Gm41611"
"14055","Myl12b"
"14056","Myl12a"
"14057","Myom1"
"14058","Lpin2"
"14059","Smchd1"
"14060","Gm4707"
"14061","Ndc80"
"14062","Spdya"
"14063","Trmt61b"
"14064","Wdr43"
"14065","Alk"
"14066","Ypel5"
"14067","Lbh"
"14068","Lclat1"
"14069","Capn13"
"14070","Xdh"
"14071","Srd5a2"
"14072","Gm31084"
"14073","Memo1"
"14074","Dpy30"
"14075","Spast"
"14076","Slc30a6"
"14077","Nlrc4"
"14078","Yipf4"
"14079","Gm31645"
"14080","Birc6"
"14081","Gm26749"
"14082","Ttc27"
"14083","Rasgrp3"
"14084","Fam98a"
"14085","Gm32282"
"14086","Crim1"
"14087","Fez2"
"14088","Strn"
"14089","Heatr5b"
"14090","Gpatch11"
"14091","Eif2ak2"
"14092","Cebpzos"
"14093","Cebpz"
"14094","Ndufaf7"
"14095","Prkd3"
"14096","Qpct"
"14097","Cdc42ep3"
"14098","Rmdn2"
"14099","Atl2"
"14100","Hnrnpll"
"14101","Galm"
"14102","Srsf7"
"14103","Gemin6"
"14104","Dhx57"
"14105","Morn2"
"14106","Arhgef33"
"14107","Sos1"
"14108","Cdkl4"
"14109","Gm33373"
"14110","Map4k3"
"14111","Thumpd2"
"14112","Slc8a1"
"14113","Pkdcc"
"14114","Eml4"
"14115","Cox7a2l"
"14116","Kcng3"
"14117","Mta3"
"14118","Haao"
"14119","C430042M11Rik"
"14120","1810073O08Rik"
"14121","Gm35229"
"14122","8430430B14Rik"
"14123","Gm35551"
"14124","Gm49967"
"14125","Gm19696"
"14126","Zfp36l2"
"14127","Thada"
"14128","Plekhh2"
"14129","Dync2li1"
"14130","Abcg5"
"14131","Abcg8"
"14132","Lrpprc"
"14133","1110020A21Rik"
"14134","Ppm1b"
"14135","Slc3a1"
"14136","Prepl"
"14137","Camkmt"
"14138","Srbd1"
"14139","Prkce"
"14140","2010106C02Rik"
"14141","Epas1"
"14142","Rhoq"
"14143","Gm50012"
"14144","Pigf"
"14145","Cript"
"14146","Socs5"
"14147","Mcfd2"
"14148","4833418N02Rik"
"14149","Ttc7"
"14150","Calm2"
"14151","Gm30794"
"14152","Gm30984"
"14153","Epcam"
"14154","Msh2"
"14155","Msh6"
"14156","Fbxo11"
"14157","Foxn2"
"14158","Ppp1r21"
"14159","Ston1"
"14160","Gm10184"
"14161","Mettl4"
"14162","Gm1976"
"14163","Gm20939"
"14164","Crem"
"14165","Gm6225"
"14166","Cul2"
"14167","Bambi"
"14168","Map3k8"
"14169","Mtpap"
"14170","Svil"
"14171","Zfp438"
"14172","Zeb1"
"14173","Arhgap12"
"14174","Kif5b"
"14175","Gm41664"
"14176","Epc1"
"14177","Gm28529"
"14178","Rab18"
"14179","Mkx"
"14180","Mpp7"
"14181","Gm9993"
"14182","Wac"
"14183","Gm35031"
"14184","Fzd8"
"14185","Ccny"
"14186","Thoc1"
"14187","Usp14"
"14188","Rock1"
"14189","Esco1"
"14190","Snrpd1"
"14191","Abhd3"
"14192","Mib1"
"14193","1010001N08Rik"
"14194","Gata6"
"14195","Rbbp8"
"14196","Gm50069"
"14197","Gm6277"
"14198","Cables1"
"14199","Tmem241"
"14200","Riok3"
"14201","Rmc1"
"14202","Npc1"
"14203","Gm15956"
"14204","Ankrd29"
"14205","Ttc39c"
"14206","Osbpl1a"
"14207","Impact"
"14208","Ss18"
"14209","Psma8"
"14210","Taf4b"
"14211","Kctd1"
"14212","Aqp4"
"14213","Gm50048"
"14214","Chst9"
"14215","Dsc2"
"14216","Dsg2"
"14217","Ttr"
"14218","B4galt6"
"14219","Trappc8"
"14220","Rnf125"
"14221","Rnf138"
"14222","Mep1b"
"14223","Garem1"
"14224","Asxl3"
"14225","Gm15972"
"14226","Mapre2"
"14227","Zfp397"
"14228","Zfp35"
"14229","Zfp24"
"14230","Ino80c"
"14231","Galnt1"
"14232","2700062C07Rik"
"14233","Rprd1a"
"14234","Slc39a6"
"14235","Elp2"
"14236","Mocos"
"14237","Tpgs2"
"14238","AW554918"
"14239","Celf4"
"14240","Gm49980"
"14241","Pik3c3"
"14242","Slc25a46"
"14243","B930094E09Rik"
"14244","Sap130"
"14245","Ammecr1l"
"14246","Gm26533"
"14247","Polr2d"
"14248","Wdr33"
"14249","Sft2d3"
"14250","Gpr17"
"14251","Myo7b"
"14252","Iws1"
"14253","Proc"
"14254","Map3k2"
"14255","Ercc3"
"14256","A830052D11Rik"
"14257","Bin1"
"14258","Tslp"
"14259","Wdr36"
"14260","Stard4"
"14261","Nrep"
"14262","Epb41l4aos"
"14263","Epb41l4a"
"14264","Apc"
"14265","Srp19"
"14266","Reep5"
"14267","Pkd2l2"
"14268","Fam13b"
"14269","Nme5"
"14270","4933408B17Rik"
"14271","Brd8"
"14272","Kif20a"
"14273","Cdc23"
"14274","Gfra3"
"14275","Cdc25c"
"14276","Gm3550"
"14277","2010110K18Rik"
"14278","Fam53c"
"14279","Kdm3b"
"14280","Egr1"
"14281","Etf1"
"14282","Hspa9"
"14283","Ctnna1"
"14284","Lrrtm2"
"14285","Sil1"
"14286","Gm50149"
"14287","Snhg4"
"14288","Matr3"
"14289","Paip2"
"14290","Slc23a1"
"14291","Prob1"
"14292","Spata24"
"14293","Dnajc18"
"14294","1700066B19Rik"
"14295","Ecscr"
"14296","Tmem173"
"14297","Ube2d2a"
"14298","Cxxc5"
"14299","C330008A17Rik"
"14300","Nrg2"
"14301","Pura"
"14302","Igip"
"14303","Cystm1"
"14304","Pfdn1"
"14305","Hbegf"
"14306","Slc4a9"
"14307","Ankhd1"
"14308","Eif4ebp3"
"14309","Sra1"
"14310","Apbb3"
"14311","Slc35a4"
"14312","E230025N22Rik"
"14313","Cd14"
"14314","Tmco6"
"14315","Ndufa2"
"14316","Ik"
"14317","Wdr55"
"14318","Dnd1"
"14319","Hars"
"14320","Hars2"
"14321","Zmat2"
"14322","Pcdhb5"
"14323","Pcdhb17"
"14324","Pcdhb19"
"14325","Pcdhb20"
"14326","Pcdhb21"
"14327","Taf7"
"14328","3222401L13Rik"
"14329","Pcdhga4"
"14330","Pcdhga5"
"14331","Pcdhga6"
"14332","Pcdhga7"
"14333","Pcdhgb4"
"14334","Pcdhgb5"
"14335","Pcdhga9"
"14336","Pcdhgb6"
"14337","Gm26672"
"14338","Pcdhga10"
"14339","Pcdhgb7"
"14340","Pcdhga12"
"14341","BC037039"
"14342","Pcdhgc3"
"14343","Pcdhgc4"
"14344","Pcdhgc5"
"14345","Gm29994"
"14346","Diaph1"
"14347","Hdac3"
"14348","Rell2"
"14349","Fchsd1"
"14350","Pcdh1"
"14351","2010320O07Rik"
"14352","1700086O06Rik"
"14353","Dele1"
"14354","Rnf14"
"14355","Gnpda1"
"14356","Ndfip1"
"14357","Fgf1"
"14358","Arhgap26"
"14359","Gm15337"
"14360","Nr3c1"
"14361","Gm30961"
"14362","Yipf5"
"14363","Prelid2"
"14364","Sh3rf2"
"14365","Lars"
"14366","Gm4013"
"14367","Rbm27"
"14368","Tcerg1"
"14369","Ppp2r2b"
"14370","Stk32a"
"14371","Dpysl3"
"14372","Eif3j2"
"14373","Spink1"
"14374","Dcp2"
"14375","Mcc"
"14376","Ythdc2"
"14377","Trim36"
"14378","Pggt1b"
"14379","Ccdc112"
"14380","Fem1c"
"14381","Ticam2"
"14382","Tmed7"
"14383","Eif1a"
"14384","Cdo1"
"14385","Atg12"
"14386","Ap3s1"
"14387","Commd10"
"14388","Hspe1-rs1"
"14389","Sema6a"
"14390","Eno1b"
"14391","Dtwd2"
"14392","Gm16283"
"14393","Dmxl1"
"14394","Tnfaip8"
"14395","Hsd17b4"
"14396","Srfbp1"
"14397","Sncaip"
"14398","Snx2"
"14399","Snx24"
"14400","Ppic"
"14401","Cep120"
"14402","Csnk1g3"
"14403","Zfp608"
"14404","Gm4221"
"14405","Gramd3"
"14406","Aldh7a1"
"14407","Phax"
"14408","Lmnb1"
"14409","March3"
"14410","C330018D20Rik"
"14411","Prrc1"
"14412","4930511M06Rik"
"14413","Ccdc192"
"14414","2210409D07Rik"
"14415","Slc12a2"
"14416","Slc27a6"
"14417","Isoc1"
"14418","Smim3"
"14419","Dctn4"
"14420","Rbm22"
"14421","Synpo"
"14422","Ndst1"
"14423","Rps14"
"14424","Cd74"
"14425","Tcof1"
"14426","Camk2a"
"14427","Slc6a7"
"14428","Cdx1"
"14429","Pdgfrb"
"14430","Hmgxb3"
"14431","Slc26a2"
"14432","Pde6a"
"14433","Ppargc1b"
"14434","Arhgef37"
"14435","Csnk1a1"
"14436","Bvht"
"14437","Pcyox1l"
"14438","Grpel2"
"14439","1500015A07Rik"
"14440","Afap1l1"
"14441","Ablim3"
"14442","Adrb2"
"14443","Gm9949"
"14444","Htr4"
"14445","Fbxo38"
"14446","Spink10"
"14447","Apcdd1"
"14448","Napg"
"14449","Txnl1"
"14450","Wdr7"
"14451","St8sia3os"
"14452","St8sia3"
"14453","Onecut2"
"14454","Fech"
"14455","Nars"
"14456","Atp8b1"
"14457","Gm50353"
"14458","A330084C13Rik"
"14459","Nedd4l"
"14460","Alpk2"
"14461","Malt1"
"14462","Zfp532"
"14463","Gm50115"
"14464","AC132307.1"
"14465","Oacyl"
"14466","Sec11c"
"14467","Lman1"
"14468","Ccbe1"
"14469","Gm50143"
"14470","Pmaip1"
"14471","Gm9926"
"14472","Gnal"
"14473","Chmp1b"
"14474","Mppe1"
"14475","Impa2"
"14476","Cidea"
"14477","Afg3l2"
"14478","Spire1"
"14479","Cep76"
"14480","Psmg2"
"14481","Ptpn2"
"14482","4930549G23Rik"
"14483","Gm26910"
"14484","Seh1l"
"14485","Cep192"
"14486","Ldlrad4"
"14487","Gm41764"
"14488","Fam210a"
"14489","Rnmt"
"14490","Tcf4"
"14491","Ccdc68"
"14492","Rab27b"
"14493","4930503L19Rik"
"14494","Stard6"
"14495","Poli"
"14496","Mbd2"
"14497","Mex3c"
"14498","Smad4"
"14499","Elac1"
"14500","Me2"
"14501","Mro"
"14502","Mapk4"
"14503","Gm9925"
"14504","Ska1"
"14505","Cxxc1"
"14506","Mbd1"
"14507","Cfap53"
"14508","Myo5b"
"14509","Acaa2"
"14510","Lipg"
"14511","9030625G05Rik"
"14512","Rpl17"
"14513","BC031181"
"14514","Dym"
"14515","Smad7"
"14516","Ctif"
"14517","Zbtb7c"
"14518","Smad2"
"14519","Ier3ip1"
"14520","Hdhd2"
"14521","Katnal2"
"14522","Pias2"
"14523","Rnf165"
"14524","8030462N17Rik"
"14525","Haus1"
"14526","Atp5a1"
"14527","Pstpip2"
"14528","F830208F22Rik"
"14529","Epg5"
"14530","Slc14a1"
"14531","Slc14a2"
"14532","Gm6133"
"14533","Setbp1"
"14534","Pard6g"
"14535","Adnp2"
"14536","Rbfaos"
"14537","Rbfa"
"14538","Gm16286"
"14539","Txnl4a"
"14540","Hsbp1l1"
"14541","Pqlc1"
"14542","Kcng2"
"14543","Ctdp1"
"14544","Nfatc1"
"14545","Atp9b"
"14546","B020010K11Rik"
"14547","Galr1"
"14548","Mbp"
"14549","Zfp236"
"14550","Gm46620"
"14551","Zfp516"
"14552","Tshz1"
"14553","Zadh2"
"14554","Zfp407"
"14555","Cndp1"
"14556","Cndp2"
"14557","Dipk1c"
"14558","Cyb5a"
"14559","Fbxo15"
"14560","Timm21"
"14561","Neto1"
"14562","Socs6"
"14563","Rttn"
"14564","Tmx3"
"14565","Gm45871"
"14566","Ighmbp2"
"14567","Mrpl21"
"14568","Cpt1a"
"14569","Tesmin"
"14570","Gal"
"14571","Ppp6r3"
"14572","Lrp5"
"14573","Gm36608"
"14574","1810055G02Rik"
"14575","Gm36787"
"14576","Kmt5b"
"14577","Chka"
"14578","Tcirg1"
"14579","Ndufs8"
"14580","Aldh3b1"
"14581","Unc93b1"
"14582","Aldh3b2"
"14583","Acy3"
"14584","4833408A19Rik"
"14585","Nudt8"
"14586","Doc2g"
"14587","Ndufv1"
"14588","Gstp1"
"14589","Gstp2"
"14590","Gstp3"
"14591","Cdk2ap2"
"14592","Pitpnm1"
"14593","Aip"
"14594","Tmem134"
"14595","Cabp4"
"14596","Coro1b"
"14597","Ptprcap"
"14598","Rps6kb2"
"14599","Gm17552"
"14600","Tbc1d10c"
"14601","Ppp1ca"
"14602","Rad9a"
"14603","Gm30082"
"14604","Pold4"
"14605","Ssh3"
"14606","Ankrd13d"
"14607","Grk2"
"14608","Kdm2a"
"14609","Rhod"
"14610","A930001C03Rik"
"14611","Syt12"
"14612","2010003K11Rik"
"14613","Pcx"
"14614","Lrfn4"
"14615","Rce1"
"14616","Sptbn2"
"14617","Rbm4b"
"14618","Rbm4"
"14619","Rbm14"
"14620","Ccs"
"14621","Ctsf"
"14622","Actn3"
"14623","Zdhhc24"
"14624","Bbs1"
"14625","Dpp3"
"14626","Peli3"
"14627","Mrpl11"
"14628","Slc29a2"
"14629","B4gat1"
"14630","Brms1"
"14631","Rin1"
"14632","Tmem151a"
"14633","Yif1a"
"14634","Cnih2"
"14635","Rab1b"
"14636","Klc2"
"14637","Gm10817"
"14638","Pacs1"
"14639","Sf3b2"
"14640","Gm50203"
"14641","Gm42064"
"14642","Cst6"
"14643","Banf1"
"14644","Eif1ad"
"14645","Sart1"
"14646","D330050I16Rik"
"14647","Tsga10ip"
"14648","4930481A15Rik"
"14649","Drap1"
"14650","AI837181"
"14651","Fosl1"
"14652","Ccdc85b"
"14653","Fibp"
"14654","Ctsw"
"14655","Efemp2"
"14656","Mus81"
"14657","Cfl1"
"14658","Snx32"
"14659","Ovol1"
"14660","1810058N15Rik"
"14661","Ap5b1"
"14662","Rnaseh2c"
"14663","Kat5"
"14664","Rela"
"14665","Sipa1"
"14666","Pcnx3"
"14667","Map3k11"
"14668","Kcnk7"
"14669","Ehbp1l1"
"14670","Fam89b"
"14671","Znrd2"
"14672","Ltbp3"
"14673","Scyl1"
"14674","Malat1"
"14675","Neat1"
"14676","Frmd8os"
"14677","Frmd8"
"14678","Slc25a45"
"14679","Tigd3"
"14680","Dpf2"
"14681","Gm42067"
"14682","Cdc42ep2"
"14683","Pola2"
"14684","Slc22a20"
"14685","Capn1"
"14686","Gm10814"
"14687","Syvn1"
"14688","Mrpl49"
"14689","Fau"
"14690","Znhit2"
"14691","Tm7sf2"
"14692","Vps51"
"14693","Zfpl1"
"14694","Cdca5"
"14695","Naaladl1"
"14696","Sac3d1"
"14697","Snx15"
"14698","Arl2"
"14699","Batf2"
"14700","Gpha2"
"14701","Ppp2r5b"
"14702","Atg2a"
"14703","Gm14963"
"14704","Ehd1"
"14705","Cdc42bpg"
"14706","Men1"
"14707","Map4k2"
"14708","Gm14966"
"14709","Sf1"
"14710","Rasgrp2"
"14711","Gm14964"
"14712","Rps6ka4"
"14713","Ccdc88b"
"14714","Prdx5"
"14715","Trmt112"
"14716","Esrra"
"14717","Gpr137"
"14718","Bad"
"14719","Plcb3"
"14720","Ppp1r14b"
"14721","Fkbp2"
"14722","Vegfb"
"14723","Dnajc4"
"14724","Nudt22"
"14725","Trpt1"
"14726","Fermt3"
"14727","Stip1"
"14728","Macrod1"
"14729","AC109619.1"
"14730","Flrt1"
"14731","Otub1"
"14732","Cox8a"
"14733","Naa40"
"14734","Rcor2"
"14735","Mark2"
"14736","Gm17227"
"14737","Spindoc"
"14738","Gm50232"
"14739","1700105P06Rik"
"14740","2700081O15Rik"
"14741","Rtn3"
"14742","Atl3"
"14743","Plaat3"
"14744","Lgals12"
"14745","Plaat5"
"14746","Gm41804"
"14747","Chrm1"
"14748","Slc3a2"
"14749","Snhg1"
"14750","Wdr74"
"14751","1700092M07Rik"
"14752","Stx5a"
"14753","Nxf1"
"14754","Tmem223"
"14755","Tmem179b"
"14756","Taf6l"
"14757","Polr2g"
"14758","Zbtb3"
"14759","Ttc9c"
"14760","Hnrnpul2"
"14761","Gng3"
"14762","Bscl2"
"14763","Ubxn1"
"14764","Uqcc3"
"14765","Lbhd1"
"14766","1810009A15Rik"
"14767","Ints5"
"14768","Ganab"
"14769","B3gat3"
"14770","Rom1"
"14771","Eml3"
"14772","Gm10353"
"14773","Mta2"
"14774","Tut1"
"14775","Eef1g"
"14776","Ahnak"
"14777","Asrgl1"
"14778","Gm50321"
"14779","Gm50322"
"14780","Incenp"
"14781","Gm50340"
"14782","Fth1"
"14783","Fads3"
"14784","Fads2"
"14785","Fads1"
"14786","Gm10143"
"14787","Fen1"
"14788","Tmem258"
"14789","Myrf"
"14790","Dagla"
"14791","Syt7"
"14792","Lrrc10b"
"14793","Sdhaf2"
"14794","Cpsf7"
"14795","Tmem216"
"14796","Tmem138"
"14797","Cyb561a3"
"14798","Tkfc"
"14799","Ddb1"
"14800","Vwce"
"14801","Vps37c"
"14802","Tmem132a"
"14803","Tmem109"
"14804","Prpf19"
"14805","Zp1"
"14806","Ptgdr2"
"14807","Ccdc86"
"14808","Ms4a10"
"14809","Ms4a15"
"14810","Ms4a18"
"14811","Gm28347"
"14812","AW112010"
"14813","Ms4a8a"
"14814","4930526L06Rik"
"14815","Ms4a12"
"14816","Ms4a5"
"14817","Cblif"
"14818","Mrpl16"
"14819","Stx3"
"14820","Patl1"
"14821","Osbp"
"14822","Olfr1555-ps1"
"14823","Dtx4"
"14824","A330040F15Rik"
"14825","Fam111a"
"14826","Gm4952"
"14827","Cntf"
"14828","Zfp91"
"14829","Lpxn"
"14830","Gm5244"
"14831","Tle4"
"14832","Psat1"
"14833","Cep78"
"14834","Gnaq"
"14835","Gna14"
"14836","Vps13a"
"14837","Prune2"
"14838","Gcnt1"
"14839","Rfk"
"14840","Pcsk5"
"14841","Ostf1"
"14842","Nmrk1"
"14843","Carnmt1"
"14844","D030056L22Rik"
"14845","Trpm6"
"14846","Anxa1"
"14847","C730002L08Rik"
"14848","Aldh1a1"
"14849","Aldh1a7"
"14850","Tmc1"
"14851","4930554I06Rik"
"14852","AC106834.1"
"14853","Zfand5"
"14854","Gda"
"14855","1110059E24Rik"
"14856","Abhd17b"
"14857","Cemip2"
"14858","2410080I02Rik"
"14859","Klf9"
"14860","Smc5"
"14861","Ptar1"
"14862","Apba1"
"14863","Fam189a2"
"14864","Tjp2"
"14865","Fxn"
"14866","Pip5k1b"
"14867","Fam122a"
"14868","Gm50341"
"14869","Tmem252"
"14870","Gm10053"
"14871","Cbwd1"
"14872","Dock8"
"14873","Kank1"
"14874","Smarca2"
"14875","Gm35438.1"
"14876","Vldlr"
"14877","Pum3"
"14878","Rfx3"
"14879","Glis3"
"14880","Slc1a1"
"14881","4430402I18Rik"
"14882","Plpp6"
"14883","Cdc37l1"
"14884","Ak3"
"14885","1700018L02Rik"
"14886","Gm9895"
"14887","Rcl1"
"14888","Jak2"
"14889","Insl6"
"14890","Plgrkt"
"14891","Cd274"
"14892","Gm36043"
"14893","A930007I19Rik"
"14894","Ric1"
"14895","Ermp1"
"14896","Mlana"
"14897","9930021J03Rik"
"14898","Ranbp6"
"14899","Il33"
"14900","Uhrf2"
"14901","Gldc"
"14902","Mbl2"
"14903","Cstf2t"
"14904","A1cf"
"14905","9130016M20Rik"
"14906","Asah2"
"14907","Sgms1"
"14908","2700046G09Rik"
"14909","Rpl9-ps6"
"14910","Minpp1"
"14911","Papss2"
"14912","Atad1"
"14913","Pten"
"14914","Lipo3"
"14915","Lipk"
"14916","Ankrd22"
"14917","Stambpl1"
"14918","Fas"
"14919","Lipa"
"14920","Ifit2"
"14921","Ifit3"
"14922","Ifit1bl1"
"14923","Ifit1bl2"
"14924","Ifit1"
"14925","Slc16a12"
"14926","Pank1"
"14927","Kif20b"
"14928","Gm50137"
"14929","Rpp30"
"14930","Gm50147"
"14931","Pcgf5"
"14932","Hectd2"
"14933","Tnks2"
"14934","Fgfbp3"
"14935","Btaf1"
"14936","Cpeb3"
"14937","March5"
"14938","Ide"
"14939","Kif11"
"14940","Hhex"
"14941","Exoc6"
"14942","Myof"
"14943","Cep55"
"14944","Ffar4"
"14945","Rbp4"
"14946","Fra10ac1"
"14947","Slc35g1"
"14948","Plce1"
"14949","Noc3l"
"14950","Tbc1d12"
"14951","Hells"
"14952","Cyp2c55"
"14953","Cyp2c65"
"14954","Cyp2c66"
"14955","Cyp2c38"
"14956","Cyp2c67"
"14957","Cyp2c68"
"14958","Cyp2c70"
"14959","Pdlim1"
"14960","Sorbs1"
"14961","A930028N01Rik"
"14962","Aldh18a1"
"14963","Gm27042"
"14964","Tctn3"
"14965","Ccnj"
"14966","E030044B06Rik"
"14967","Zfp518a"
"14968","Blnk"
"14969","Tm9sf3"
"14970","Pik3ap1"
"14971","Lcor"
"14972","Slit1"
"14973","Arhgap19"
"14974","Frat1"
"14975","Frat2"
"14976","Rrp12"
"14977","Pgam1"
"14978","Exosc1"
"14979","Zdhhc16"
"14980","Mms19"
"14981","Ubtd1"
"14982","Hoga1"
"14983","Morn4"
"14984","Pi4k2a"
"14985","Avpi1"
"14986","Marveld1"
"14987","Zfyve27"
"14988","Sfrp5"
"14989","Golga7b"
"14990","R3hcc1l"
"14991","Pyroxd2"
"14992","Gm19437"
"14993","Hps1"
"14994","Gm16244"
"14995","Gm47936"
"14996","Cnnm1"
"14997","Got1"
"14998","Slc25a28"
"14999","BC037704"
"15000","Entpd7"
"15001","Cox15"
"15002","Cutc"
"15003","Abcc2"
"15004","Dnmbp"
"15005","Cpn1"
"15006","Cyp2c23"
"15007","Erlin1"
"15008","Chuk"
"15009","Cwf19l1"
"15010","Bloc1s2"
"15011","Scd2"
"15012","Gm50334"
"15013","Scd4"
"15014","Scd1"
"15015","Sec31b"
"15016","Ndufb8"
"15017","Hif1an"
"15018","Slf2"
"15019","Sema4g"
"15020","Mrpl43"
"15021","Twnk"
"15022","Lzts2"
"15023","Sfxn3"
"15024","Gm35867"
"15025","Kazald1"
"15026","Btrc"
"15027","Poll"
"15028","Gm17018"
"15029","Fbxw4"
"15030","Npm3"
"15031","Gm15491"
"15032","Oga"
"15033","Armh3"
"15034","4930505N22Rik"
"15035","Hps6"
"15036","Ldb1"
"15037","Pprc1"
"15038","Nolc1"
"15039","Gbf1"
"15040","4833438C02Rik"
"15041","Nfkb2"
"15042","Psd"
"15043","Fbxl15"
"15044","Cuedc2"
"15045","Mfsd13a"
"15046","2310034G01Rik"
"15047","Actr1a"
"15048","Sufu"
"15049","Trim8"
"15050","Arl3"
"15051","Sfxn2"
"15052","Wbp1l"
"15053","Cyp17a1"
"15054","Borcs7"
"15055","As3mt"
"15056","Cnnm2"
"15057","Gm50431"
"15058","Nt5c2"
"15059","Ina"
"15060","Pcgf6"
"15061","Taf5"
"15062","Atp5md"
"15063","Pdcd11"
"15064","Calhm2"
"15065","Neurl1a"
"15066","Gm50339"
"15067","Sh3pxd2a"
"15068","Stn1"
"15069","Slk"
"15070","Col17a1"
"15071","Sfr1"
"15072","Gsto1"
